Facility ID,State,Hospitalization type,Payment comparison,Denominator,Payment,Value of care
330074,NY,heart failure,Less,155,15022,Average Mortality
340030,NC,heart failure,No Different,958,17596,Average Mortality
50107,CA,pneumonia,No Different,766,17954,Average Mortality
150009,IN,pneumonia,Greater,583,20560,Worse Mortality
190053,LA,pneumonia,Less,309,16351,Average Mortality
320006,NM,pneumonia,No Different,237,18737,Average Mortality
171321,KS,pneumonia,No Different,43,18219,Average Mortality
300011,NH,heart attack,No Different,145,24747,Average Mortality
161367,IA,heart failure,No Different,73,18373,Average Mortality
100191,FL,heart attack,No Different,236,24625,Average Mortality
330285,NY,pneumonia,Less,369,15984,Average Mortality
210011,MD,hip/knee replacement,No Different,559,21196,Average Complications
340068,NC,heart attack,No Different,31,26348,Average Mortality
180087,KY,heart failure,No Different,110,17426,Average Mortality
100077,FL,hip/knee replacement,No Different,307,21822,Average Complications
50231,CA,heart attack,No Different,166,25923,Average Mortality
60034,CO,pneumonia,No Different,365,18919,Average Mortality
340010,NC,heart attack,No Different,156,23419,Average Mortality
251325,MS,pneumonia,Greater,45,21439,Average Mortality
230132,MI,pneumonia,No Different,248,17250,Average Mortality
100189,FL,pneumonia,Greater,239,20025,Average Mortality
230017,MI,pneumonia,Less,703,16403,Average Mortality
351313,ND,pneumonia,No Different,28,18973,Average Mortality
50342,CA,pneumonia,Less,349,16771,Average Mortality
140290,IL,hip/knee replacement,Greater,668,24174,Average Complications
100226,FL,hip/knee replacement,No Different,108,22210,Average Complications
191324,LA,pneumonia,No Different,61,19223,Average Mortality
380075,OR,pneumonia,Less,315,15610,Average Mortality
190027,LA,heart failure,No Different,406,18419,Average Mortality
320001,NM,heart failure,No Different,165,17477,Average Mortality
360065,OH,heart failure,No Different,176,17770,Average Mortality
130002,ID,heart failure,No Different,294,17973,Average Mortality
50093,CA,heart attack,No Different,438,25699,Average Mortality
220077,MA,heart failure,No Different,1679,17352,Average Mortality
310017,NJ,heart failure,Greater,489,19481,Average Mortality
360123,OH,heart attack,No Different,166,25360,Average Mortality
250038,MS,heart failure,No Different,51,17855,Average Mortality
110035,GA,hip/knee replacement,Less,958,17542,Average Complications
290047,NV,heart failure,Greater,293,20414,Average Mortality
330394,NY,heart failure,Less,458,15554,Worse Mortality
151331,IN,pneumonia,No Different,166,17843,Average Mortality
320062,NM,pneumonia,Less,35,11838,Average Mortality
220002,MA,pneumonia,Less,728,16123,Better Mortality
51329,CA,hip/knee replacement,No Different,27,19236,Average Complications
370113,OK,heart attack,No Different,42,25344,Average Mortality
140011,IL,heart failure,No Different,347,16896,Average Mortality
50145,CA,heart attack,No Different,228,26548,Average Mortality
320017,NM,heart failure,No Different,51,16554,Average Mortality
230241,MI,heart failure,No Different,83,18380,Average Mortality
330231,NY,heart failure,No Different,105,16028,Average Mortality
100121,FL,pneumonia,No Different,126,19950,Average Mortality
260057,MO,hip/knee replacement,No Different,79,22198,Average Complications
230176,MI,heart attack,No Different,171,26599,Average Mortality
260023,MO,hip/knee replacement,No Different,90,20881,Average Complications
390009,PA,pneumonia,No Different,356,18265,Average Mortality
160033,IA,pneumonia,No Different,935,18426,Average Mortality
280125,NE,heart attack,Greater,174,30281,Average Mortality
310069,NJ,heart failure,No Different,244,18557,Average Mortality
380018,OR,hip/knee replacement,Less,389,17716,Average Complications
371340,OK,pneumonia,No Different,50,19727,Average Mortality
360078,OH,hip/knee replacement,No Different,76,21287,Average Complications
220001,MA,heart failure,No Different,272,18677,Average Mortality
260216,MO,pneumonia,Less,662,17139,Better Mortality
10040,AL,pneumonia,Greater,505,20953,Average Mortality
201300,ME,pneumonia,No Different,57,20289,Average Mortality
171370,KS,heart failure,No Different,38,16091,Average Mortality
251336,MS,pneumonia,No Different,160,19360,Average Mortality
340126,NC,heart attack,No Different,124,27016,Average Mortality
10083,AL,hip/knee replacement,Less,211,19457,Average Complications
60096,CO,pneumonia,No Different,49,20458,Average Mortality
330027,NY,heart failure,No Different,140,18516,Average Mortality
41313,AR,hip/knee replacement,No Different,76,19992,Average Complications
170009,KS,heart failure,No Different,76,16530,Average Mortality
230003,MI,hip/knee replacement,Less,90,18351,Average Complications
171385,KS,heart failure,No Different,25,18854,Average Mortality
371323,OK,heart failure,No Different,31,16773,Average Mortality
190146,LA,pneumonia,Less,480,17346,Average Mortality
210001,MD,pneumonia,No Different,896,18047,Average Mortality
301307,NH,heart attack,No Different,35,24915,Average Mortality
360035,OH,heart failure,Greater,952,18427,Average Mortality
140174,IL,heart attack,No Different,111,25769,Average Mortality
110024,GA,pneumonia,No Different,227,19509,Average Mortality
201312,ME,heart failure,Greater,83,20482,Average Mortality
230031,MI,pneumonia,Greater,357,21069,Better Mortality
330058,NY,pneumonia,Less,210,16157,Average Mortality
171357,KS,pneumonia,No Different,45,20833,Average Mortality
250141,MS,hip/knee replacement,Greater,28,25329,Average Complications
330198,NY,hip/knee replacement,No Different,374,20203,Average Complications
340143,NC,heart attack,No Different,184,23500,Average Mortality
260105,MO,heart attack,No Different,83,26172,Average Mortality
100084,FL,heart failure,No Different,750,16987,Average Mortality
60104,CO,heart failure,No Different,125,17225,Average Mortality
310058,NJ,pneumonia,Greater,90,21116,Average Mortality
161335,IA,pneumonia,Less,52,13666,Average Mortality
360152,OH,heart attack,No Different,114,25010,Average Mortality
10092,AL,hip/knee replacement,No Different,673,21414,Average Complications
260179,MO,hip/knee replacement,Less,1143,19126,Average Complications
340171,NC,pneumonia,No Different,626,17580,Better Mortality
200001,ME,hip/knee replacement,No Different,501,20441,Average Complications
50084,CA,heart failure,No Different,443,18326,Average Mortality
360276,OH,pneumonia,Greater,518,19951,Average Mortality
180070,KY,pneumonia,Less,210,16876,Average Mortality
380082,OR,heart failure,No Different,98,17266,Average Mortality
50757,CA,hip/knee replacement,No Different,98,21319,Average Complications
100226,FL,heart attack,No Different,217,27854,Average Mortality
281350,NE,pneumonia,No Different,52,20679,Average Mortality
280009,NE,heart attack,Greater,173,30327,Average Mortality
260113,MO,hip/knee replacement,No Different,65,20930,Average Complications
230217,MI,heart attack,No Different,32,23830,Average Mortality
260011,MO,pneumonia,No Different,432,17899,Average Mortality
40134,AR,heart attack,Greater,467,27480,Average Mortality
61322,CO,hip/knee replacement,No Different,61,19532,Average Complications
140166,IL,heart attack,No Different,168,23303,Average Mortality
150005,IN,hip/knee replacement,Less,464,18712,Average Complications
170006,KS,hip/knee replacement,No Different,70,21653,Average Complications
310112,NJ,heart failure,Greater,493,19407,Average Mortality
150035,IN,heart attack,Greater,289,29054,Average Mortality
201309,ME,hip/knee replacement,Greater,26,24684,Average Complications
181327,KY,pneumonia,No Different,158,18172,Average Mortality
40050,AR,hip/knee replacement,No Different,107,21665,Average Complications
230059,MI,heart attack,No Different,71,23447,Average Mortality
220126,MA,heart failure,Greater,590,18918,Average Mortality
10055,AL,heart failure,No Different,458,17910,Worse Mortality
281336,NE,heart failure,No Different,28,17605,Average Mortality
210016,MD,pneumonia,No Different,280,18328,Average Mortality
110226,GA,heart attack,No Different,26,24147,Average Mortality
60114,CO,pneumonia,No Different,218,18665,Average Mortality
220020,MA,hip/knee replacement,Greater,615,21978,Worse Complications
320022,NM,pneumonia,No Different,201,17315,Average Mortality
50537,CA,heart failure,No Different,109,17399,Average Mortality
201308,ME,pneumonia,No Different,147,17176,Average Mortality
281365,NE,heart failure,No Different,46,17445,Average Mortality
50191,CA,heart attack,No Different,104,24496,Average Mortality
290005,NV,heart attack,No Different,63,26804,Average Mortality
180101,KY,hip/knee replacement,Greater,36,24407,Average Complications
160079,IA,hip/knee replacement,Less,866,18627,Average Complications
310108,NJ,pneumonia,Greater,1253,21512,Worse Mortality
180010,KY,heart failure,Greater,530,19109,Better Mortality
370037,OK,heart attack,Greater,246,28418,Average Mortality
140052,IL,pneumonia,No Different,192,17717,Average Mortality
50116,CA,pneumonia,Greater,451,20935,Average Mortality
60044,CO,pneumonia,No Different,76,17997,Average Mortality
100161,FL,hip/knee replacement,No Different,170,21411,Average Complications
10104,AL,hip/knee replacement,No Different,792,20911,Average Complications
380007,OR,pneumonia,No Different,111,18250,Average Mortality
190118,LA,pneumonia,No Different,64,18660,Average Mortality
360137,OH,hip/knee replacement,Less,410,19247,Average Complications
361334,OH,pneumonia,No Different,42,17345,Average Mortality
61313,CO,pneumonia,Greater,58,22084,Average Mortality
210033,MD,hip/knee replacement,Less,550,18417,Average Complications
321310,NM,heart failure,No Different,31,16029,Average Mortality
100110,FL,hip/knee replacement,No Different,143,21108,Average Complications
260032,MO,pneumonia,Greater,551,19951,Average Mortality
370025,OK,hip/knee replacement,Greater,230,23431,Average Complications
151312,IN,pneumonia,No Different,132,17061,Average Mortality
50740,CA,heart attack,No Different,28,27015,Average Mortality
10131,AL,pneumonia,Less,537,17246,Average Mortality
100154,FL,pneumonia,No Different,511,18242,Average Mortality
250082,MS,heart failure,No Different,329,16747,Average Mortality
51301,CA,pneumonia,No Different,31,20132,Average Mortality
330273,NY,heart failure,No Different,346,18498,Average Mortality
150051,IN,heart attack,Less,278,22797,Average Mortality
330223,NY,heart attack,No Different,33,24486,Average Mortality
350063,ND,pneumonia,Less,55,11150,Average Mortality
270049,MT,hip/knee replacement,Less,1142,18307,Better Complications
190065,LA,heart failure,No Different,389,17039,Average Mortality
110054,GA,heart attack,Less,188,22703,Average Mortality
60010,CO,hip/knee replacement,Less,2420,17039,Average Complications
260176,MO,pneumonia,No Different,70,17069,Average Mortality
50567,CA,pneumonia,Greater,808,20191,Average Mortality
60065,CO,heart failure,No Different,130,18618,Average Mortality
100039,FL,hip/knee replacement,Less,276,18810,Average Complications
100054,FL,pneumonia,No Different,235,17062,Average Mortality
150097,IN,heart failure,No Different,144,16368,Average Mortality
230085,MI,hip/knee replacement,No Different,43,20593,Average Complications
60012,CO,pneumonia,No Different,120,16874,Average Mortality
220036,MA,pneumonia,No Different,211,18966,Average Mortality
220101,MA,hip/knee replacement,Less,1043,20319,Average Complications
50040,CA,heart failure,Less,73,14901,Average Mortality
271344,MT,pneumonia,Less,74,15083,Average Mortality
140119,IL,heart attack,No Different,121,27320,Average Mortality
50296,CA,pneumonia,Less,157,14926,Average Mortality
220065,MA,heart failure,Greater,171,19776,Average Mortality
50502,CA,pneumonia,Greater,516,21156,Better Mortality
241370,MN,pneumonia,No Different,36,19201,Average Mortality
380051,OR,pneumonia,No Different,700,17558,Average Mortality
41323,AR,hip/knee replacement,No Different,27,21467,Average Complications
301310,NH,heart failure,No Different,61,16164,Average Mortality
170120,KS,hip/knee replacement,Less,540,17088,Average Complications
70018,CT,pneumonia,No Different,717,18695,Average Mortality
301309,NH,hip/knee replacement,Less,111,17935,Average Complications
340143,NC,pneumonia,Greater,500,19540,Worse Mortality
230053,MI,pneumonia,No Different,378,17836,Average Mortality
180127,KY,hip/knee replacement,No Different,53,21291,Average Complications
110025,GA,hip/knee replacement,No Different,509,20358,Average Complications
10039,AL,heart failure,No Different,1464,17526,Average Mortality
50272,CA,heart attack,No Different,36,25159,Average Mortality
360118,OH,hip/knee replacement,Less,376,16883,Average Complications
140239,IL,heart attack,No Different,157,26067,Average Mortality
270004,MT,heart attack,Greater,385,29488,Average Mortality
340050,NC,pneumonia,Less,526,16536,Average Mortality
230167,MI,heart failure,No Different,404,16781,Average Mortality
100002,FL,pneumonia,Greater,1040,19970,Average Mortality
